Protein.ensemblID	Protein.proID
ENSP00000368585	PR_Q96A57
ENSP00000385591	PR_Q5BJE1
ENSP00000376780	PR_Q86TH1
ENSP00000330825	PR_P13164
ENSP00000374408	PR_A6NES4
ENSP00000366244	PR_P10398
ENSP00000220751	PR_O43353
ENSP00000324636	PR_Q8IV63
ENSP00000261234	PR_Q9Y2B1
ENSP00000361787	PR_Q6B8I1
ENSP00000500322	PR_Q6ZN32
ENSP00000343118	PR_Q0VGL1
ENSP00000371054	PR_Q9Y581
ENSP00000407552	PR_O60861
ENSP00000310182	PR_Q8N8J7
ENSP00000239944	PR_Q9Y6X1
ENSP00000491684	PR_Q92914
ENSP00000266483	PR_Q5BKT4
ENSP00000236925	PR_Q08AD1
ENSP00000316842	PR_Q8N196
ENSP00000231887	PR_Q08426
ENSP00000320566	PR_Q9NXR8
ENSP00000370447	PR_Q9H320
ENSP00000348901	PR_Q8IV08
ENSP00000315190	PR_P26006
ENSP00000360076	PR_Q9BQI5
ENSP00000365441	PR_O60840
ENSP00000490148	PR_A0A0G2JMD5
ENSP00000308610	PR_P43304
ENSP00000418287	PR_O76071
ENSP00000482066	PR_P80723
ENSP00000499755	PR_Q9NY72
ENSP00000365060	PR_O95872
ENSP00000372206	PR_Q8WVE0
ENSP00000423138	PR_P02814
ENSP00000472116	PR_Q8TAC2
ENSP00000265748	PR_Q9NQW6
ENSP00000283547	PR_Q8N6K0
ENSP00000368332	PR_Q96QS3
ENSP00000448289	PR_Q96K30
ENSP00000357012	PR_Q9BZW8
ENSP00000364858	PR_Q5EG05
ENSP00000415327	PR_Q9C0C7
ENSP00000387160	PR_Q13616
ENSP00000160298	PR_Q9P1Y5
ENSP00000228887	PR_Q9NZD1
ENSP00000228567	PR_Q6XYQ8
ENSP00000342510	PR_Q8IW35
ENSP00000326652	PR_Q96KD3
ENSP00000440329	PR_Q14542
ENSP00000323901	PR_Q14332
ENSP00000485391	PR_P43356
ENSP00000369853	PR_Q9Y426
ENSP00000298307	PR_Q9Y2U9
ENSP00000488016	PR_O75478
ENSP00000387606	PR_Q9UK00
ENSP00000263409	PR_P42702
ENSP00000498483	PR_P27658
ENSP00000498633	PR_O75752
ENSP00000492076	PR_P31943
ENSP00000379486	PR_P35222
ENSP00000425345	PR_P42857
ENSP00000477876	PR_Q9UK13
ENSP00000273963	PR_Q9P2G9
ENSP00000484032	PR_Q96C28
ENSP00000369736	PR_O75347
ENSP00000361475	PR_P62166
ENSP00000434385	PR_Q0VDE8
ENSP00000262753	PR_Q8WVV4
ENSP00000308753	PR_Q9NYL9
ENSP00000418823	PR_Q9C0B1
ENSP00000239666	PR_Q5EBL8
ENSP00000245615	PR_Q96N66
ENSP00000498748	PR_O60565
ENSP00000496482	PR_Q9NWT1
ENSP00000360188	PR_O94782
ENSP00000449386	PR_Q15020
ENSP00000482023	PR_P46781
ENSP00000260227	PR_P09237
ENSP00000477481	PR_Q96S16
ENSP00000305810	PR_Q9P2W9
ENSP00000432459	PR_E9PQX1
ENSP00000293894	PR_P57073
ENSP00000489447	PR_Q13641
ENSP00000495684	PR_Q14934
ENSP00000336790	PR_P18848
ENSP00000326342	PR_Q8IZ81
ENSP00000451605	PR_Q01726
ENSP00000337396	PR_Q9NPC3
ENSP00000330612	PR_Q86SM5
ENSP00000288078	PR_Q8N0W3
ENSP00000367900	PR_Q9UQ88
ENSP00000481247	PR_O75871
ENSP00000053468	PR_P82664
ENSP00000380860	PR_P08581
ENSP00000358554	PR_O75934
ENSP00000445863	PR_Q9ULI2
ENSP00000291670	PR_O95954
ENSP00000497822	PR_P31749
ENSP00000488830	PR_Q53HC0
ENSP00000492195	PR_Q96C03
ENSP00000439402	PR_Q5HYK9
ENSP00000308252	PR_P14651
ENSP00000343873	PR_Q13423
ENSP00000357703	PR_P26447
ENSP00000413406	PR_Q9H2F9
ENSP00000445942	PR_P01737
ENSP00000375015	PR_A0A0C4DH32
ENSP00000462116	PR_Q9UHR5
ENSP00000314214	PR_P63027
ENSP00000261211	PR_Q00537
ENSP00000438094	PR_Q9UNW8
ENSP00000290438	PR_Q9NYA3
ENSP00000328698	PR_Q8IVU9
ENSP00000219400	PR_Q9NRP2
ENSP00000393099	PR_O60336
ENSP00000216442	PR_Q9Y5K8
ENSP00000344844	PR_Q96D42
ENSP00000351049	PR_O96013
ENSP00000328079	PR_Q7Z5U6
ENSP00000283122	PR_O15182
ENSP00000317659	PR_Q16774
ENSP00000409480	PR_Q4J6C6
ENSP00000297056	PR_Q8NCG7
ENSP00000440524	PR_Q6PIY5
ENSP00000311873	PR_Q9UQ84
ENSP00000362687	PR_Q9BQ39
ENSP00000413684	PR_O75953
ENSP00000426346	PR_O15117
ENSP00000365861	PR_Q5VZF2
ENSP00000237305	PR_O00141
ENSP00000323591	PR_Q96C03
ENSP00000389623	PR_Q92504
ENSP00000451291	PR_P07910
ENSP00000294507	PR_Q13571
ENSP00000296474	PR_Q04912
ENSP00000265109	PR_Q9P0K7
ENSP00000363556	PR_P17041
ENSP00000346680	PR_Q9ULC5
ENSP00000425979	PR_Q9NRR4
ENSP00000387757	PR_Q96JB3
ENSP00000410722	PR_Q9BXJ2
ENSP00000404381	PR_Q8TBM8
ENSP00000388795	PR_Q99942
ENSP00000260324	PR_Q9Y6N5
ENSP00000170168	PR_Q8N1G1
ENSP00000358762	PR_Q7Z6J8
ENSP00000386310	PR_Q9NUQ6
ENSP00000371940	PR_Q12950
ENSP00000477602	PR_Q9BW60
ENSP00000357702	PR_P33764
ENSP00000500804	PR_Q9NZP8
ENSP00000494831	PR_P63162
ENSP00000259667	PR_Q9BX68
ENSP00000274897	PR_Q5VWP3
ENSP00000465932	PR_Q00LT1
ENSP00000479116	PR_P50613
ENSP00000316938	PR_Q92874
ENSP00000364687	PR_Q96KQ7
ENSP00000355374	PR_Q9UJX0
ENSP00000330222	PR_Q5VST6
ENSP00000353408	PR_P26038
ENSP00000429754	PR_Q08357
ENSP00000358813	PR_P33981
ENSP00000332721	PR_Q6ICL3
ENSP00000332604	PR_Q99613
ENSP00000493449	PR_Q8NGC6
ENSP00000488939	PR_I3L3R5
ENSP00000457408	PR_O60268
ENSP00000298229	PR_O15357
ENSP00000471477	PR_Q9NSA1
ENSP00000329982	PR_Q6IEY1
ENSP00000355902	PR_Q9NW75
ENSP00000367486	PR_Q5JSS6
ENSP00000329654	PR_Q6IS24
ENSP00000291744	PR_Q15485
ENSP00000446026	PR_Q9NSC5
ENSP00000243457	PR_P63252
ENSP00000452522	PR_Q8WXH5
ENSP00000483003	PR_P46091
ENSP00000378787	PR_P16150
ENSP00000348170	PR_P00738
ENSP00000358511	PR_P21554
ENSP00000481554	PR_P42263
ENSP00000488696	PR_A0A0J9YY54
ENSP00000293771	PR_Q96CK0
ENSP00000483276	PR_Q9H0R3
ENSP00000424566	PR_Q96G79
ENSP00000484954	PR_Q96N66
ENSP00000418541	PR_P05549
ENSP00000364092	PR_P42127
ENSP00000482348	PR_Q9Y3Q7
ENSP00000228865	PR_O60519
ENSP00000254193	PR_P09661
ENSP00000385523	PR_Q07869
ENSP00000452741	PR_O95395
ENSP00000285871	PR_Q8IYE0
ENSP00000347557	PR_P31644
ENSP00000354526	PR_Q96JM7
ENSP00000265437	PR_Q9NRC1
ENSP00000436152	PR_O14683
ENSP00000448208	PR_Q5SSQ6
ENSP00000488894	PR_A0A0B4J1V0
ENSP00000494689	PR_Q12929
ENSP00000477883	PR_Q8N104
ENSP00000382269	PR_Q9ULT8
ENSP00000289104	PR_O14807
ENSP00000449272	PR_Q9HCM9
ENSP00000382962	PR_P18859
ENSP00000411284	PR_Q5JTW2
ENSP00000424497	PR_Q8TEC5
ENSP00000437040	PR_O00214
ENSP00000493926	PR_Q7L7L0
ENSP00000471966	PR_Q9Y337
ENSP00000497997	PR_Q9UDY8
ENSP00000383449	PR_Q15846
ENSP00000346560	PR_Q4L180
ENSP00000495348	PR_P49711
ENSP00000264657	PR_P40763
ENSP00000443549	PR_Q9BQD3
ENSP00000386975	PR_Q02325
ENSP00000439431	PR_Q96NJ3
ENSP00000447433	PR_P54619
ENSP00000493323	PR_Q8NGK0
ENSP00000262715	PR_Q99973
ENSP00000255192	PR_Q9H2M3
ENSP00000420163	PR_O75752
ENSP00000454456	PR_Q9ULG6
ENSP00000385191	PR_Q9NQG6
ENSP00000253159	PR_Q9UL36
ENSP00000261168	PR_Q6VMQ6
ENSP00000225688	PR_Q9Y272
ENSP00000374562	PR_Q9P0S2
ENSP00000493016	PR_Q9H344
ENSP00000374589	PR_P11836
ENSP00000386009	PR_O60675
ENSP00000433662	PR_Q9H0A8
ENSP00000351181	PR_Q9Y2Q3
ENSP00000358360	PR_Q5VU43
ENSP00000419612	PR_Q68CQ7
ENSP00000488569	PR_P55197
ENSP00000372160	PR_Q6PKX4
ENSP00000442129	PR_Q5TGJ6
ENSP00000362841	PR_Q4KMZ8
ENSP00000386041	PR_P13533
ENSP00000321848	PR_Q8TAW3
ENSP00000379625	PR_Q99836
ENSP00000396040	PR_Q96HM7
ENSP00000468348	PR_P52564
ENSP00000489526	PR_Q4G0P3
ENSP00000302260	PR_Q8TAG6
ENSP00000396747	PR_Q9BZ19
ENSP00000339585	PR_Q6P9G9
ENSP00000422879	PR_O14610
ENSP00000266987	PR_Q15633
ENSP00000366956	PR_P62805
ENSP00000369590	PR_Q9NRF8
ENSP00000398410	PR_Q8N371
ENSP00000377043	PR_Q8N841
ENSP00000337386	PR_Q07352
ENSP00000370781	PR_Q86Y33
ENSP00000407763	PR_Q5T0U0
ENSP00000344353	PR_P43657
ENSP00000438895	PR_Q5VZ72
ENSP00000491223	PR_P09471
ENSP00000355031	PR_P56645
ENSP00000453129	PR_Q01415
ENSP00000490274	PR_A0A1B0GUW6
ENSP00000315387	PR_Q8N9M5
ENSP00000362865	PR_P48751
ENSP00000359360	PR_P43358
ENSP00000384763	PR_P32418
ENSP00000376911	PR_Q99538
ENSP00000492152	PR_Q96EB1
ENSP00000380531	PR_P82930
ENSP00000349679	PR_Q9NP97
ENSP00000353874	PR_Q9NR96
ENSP00000429993	PR_Q96SJ8
ENSP00000226317	PR_P80162
ENSP00000221573	PR_Q13487
ENSP00000345477	PR_Q16842
ENSP00000327251	PR_P35228
ENSP00000258739	PR_P33947
ENSP00000295297	PR_Q9BXJ2
ENSP00000434887	PR_Q8IYQ7
ENSP00000389913	PR_Q9Y4G2
ENSP00000302728	PR_P08236
ENSP00000272133	PR_Q8TBE1
ENSP00000366144	PR_Q9Y651
ENSP00000334379	PR_Q4AC94
ENSP00000394103	PR_P30519
ENSP00000384906	PR_P0DJI8
ENSP00000356886	PR_Q86UF4
ENSP00000356520	PR_Q08211
ENSP00000362946	PR_P61106
ENSP00000382670	PR_A8MXD5
ENSP00000343686	PR_Q5XKL5
ENSP00000453750	PR_Q8IUE0
ENSP00000376499	PR_Q9H0A6
ENSP00000493111	PR_P0C645
ENSP00000491567	PR_P0CJ79
ENSP00000397576	PR_O95868
ENSP00000467107	PR_Q6ZS11
ENSP00000304102	PR_Q7L5N1
ENSP00000398741	PR_Q06643
ENSP00000355361	PR_Q08722
ENSP00000477159	PR_Q9NX04
ENSP00000444596	PR_O75592
ENSP00000365059	PR_O95872
ENSP00000378081	PR_Q9Y3U8
ENSP00000345728	PR_Q04656
ENSP00000247665	PR_Q9NRX4
ENSP00000493252	PR_Q15911
ENSP00000481786	PR_P60153
ENSP00000384948	PR_Q8NC69
ENSP00000364490	PR_P30038
ENSP00000479682	PR_Q6GTX8
ENSP00000359290	PR_Q01658
ENSP00000261023	PR_P06756
ENSP00000376814	PR_P49116
ENSP00000441158	PR_P53675
ENSP00000360958	PR_Q5TCH4
ENSP00000245414	PR_P10914
ENSP00000418379	PR_Q8IZX4
ENSP00000382870	PR_A2A368
ENSP00000379704	PR_Q9UH03
ENSP00000367316	PR_P53708
ENSP00000319096	PR_P61225
ENSP00000487542	PR_Q676U5
ENSP00000331209	PR_Q9H0W9
ENSP00000465356	PR_P02654
ENSP00000375844	PR_Q9HC96
ENSP00000263640	PR_Q04771
ENSP00000337014	PR_Q6ZVN8
ENSP00000281441	PR_Q96B21
ENSP00000361202	PR_O14654
ENSP00000500345	PR_Q9BX79
ENSP00000350049	PR_Q8IX15
ENSP00000456927	PR_H3BSY2
ENSP00000349365	PR_Q8NEV9
ENSP00000332646	PR_Q14728
ENSP00000409064	PR_Q96MT1
ENSP00000445926	PR_Q96S19
ENSP00000488424	PR_A0A0K0K1E9
ENSP00000380868	PR_Q96JY6
ENSP00000317165	PR_A5PL33
ENSP00000264335	PR_P62258
ENSP00000317192	PR_Q11203
ENSP00000332681	PR_Q9P2M1
ENSP00000361043	PR_Q92698
ENSP00000370346	PR_O00712
ENSP00000377021	PR_Q14192
ENSP00000319574	PR_Q9HC21
ENSP00000366319	PR_Q9Y261
ENSP00000233114	PR_P40925
ENSP00000402732	PR_Q6UX40
ENSP00000481764	PR_P46781
ENSP00000349884	PR_Q9UBC7
ENSP00000318270	PR_Q8N271
ENSP00000217254	PR_Q9NQ40
ENSP00000382231	PR_P58511
ENSP00000336607	PR_Q99571
ENSP00000383421	PR_P57052
ENSP00000367891	PR_P47929
ENSP00000260447	PR_P30047
ENSP00000359291	PR_O15231
ENSP00000398559	PR_Q5JQC4
ENSP00000358888	PR_Q5VXT5
ENSP00000316809	PR_Q00169
ENSP00000386938	PR_Q8IV08
ENSP00000378040	PR_Q92934
ENSP00000362810	PR_O43613
ENSP00000327025	PR_P51449
ENSP00000224784	PR_P62736
ENSP00000367239	PR_Q96BW5
ENSP00000309565	PR_P07919
ENSP00000370648	PR_Q9HBH5
ENSP00000339047	PR_Q9BV99
ENSP00000223095	PR_P05121
ENSP00000367337	PR_Q13303
ENSP00000434597	PR_A2RU14
ENSP00000482967	PR_Q9HC58
ENSP00000422512	PR_Q8TE69
ENSP00000215770	PR_A6NHG4
ENSP00000411140	PR_A6NHN6
ENSP00000444580	PR_Q9UII6
ENSP00000500296	PR_P23458
ENSP00000394316	PR_Q7L1Q6
ENSP00000324890	PR_P10747
ENSP00000309141	PR_Q86UD3
ENSP00000240587	PR_Q63HK5
ENSP00000349732	PR_Q9UK00
ENSP00000342015	PR_Q49B96
ENSP00000385283	PR_P17050
ENSP00000422942	PR_Q9P0K7
ENSP00000384490	PR_O95503
ENSP00000346532	PR_Q92888
ENSP00000332809	PR_A6NGG8
ENSP00000480144	PR_Q9Y2V2
ENSP00000414996	PR_Q99944
ENSP00000303928	PR_Q92628
ENSP00000354032	PR_Q96G97
ENSP00000292408	PR_P22455
ENSP00000308330	PR_Q96EZ4
ENSP00000371003	PR_Q15326
ENSP00000351466	PR_Q9NZP5
ENSP00000216471	PR_Q9P1V8
ENSP00000260210	PR_Q9BRD0
ENSP00000497767	PR_P05062
ENSP00000460320	PR_Q9BYP8
ENSP00000266771	PR_Q8N697
ENSP00000283147	PR_P22004
ENSP00000355173	PR_Q7Z3C6
ENSP00000326767	PR_Q71SY5
ENSP00000346879	PR_P43699
ENSP00000293261	PR_Q96AN5
ENSP00000439485	PR_Q96BW5
ENSP00000295095	PR_Q53QZ3
ENSP00000251343	PR_O15037
ENSP00000498466	PR_P25445
ENSP00000409463	PR_Q8NDX6
ENSP00000340796	PR_Q5BKZ1
ENSP00000262948	PR_P36507
ENSP00000426768	PR_Q8WXG8
ENSP00000381436	PR_A8MV65
ENSP00000448967	PR_Q6P9F5
ENSP00000378992	PR_P50226
ENSP00000281437	PR_Q9UMQ3
ENSP00000484572	PR_P13489
ENSP00000371271	PR_P02810
ENSP00000493190	PR_Q8NH56
ENSP00000466379	PR_O43681
ENSP00000339826	PR_Q6ZUJ8
ENSP00000365692	PR_Q9P1W9
ENSP00000376107	PR_Q9H2H8
ENSP00000351497	PR_P31994
ENSP00000268533	PR_P0C024
ENSP00000396638	PR_O95471
ENSP00000444875	PR_Q8NCF0
ENSP00000272793	PR_Q6ZT12
ENSP00000406598	PR_Q9NWY4
ENSP00000291823	PR_Q8NE63
ENSP00000498969	PR_P25101
ENSP00000492229	PR_Q13472
ENSP00000448062	PR_A6NI47
ENSP00000496557	PR_O95007
ENSP00000377532	PR_P11498
ENSP00000278935	PR_Q9UPV0
ENSP00000377384	PR_Q9P2W1
ENSP00000495699	PR_Q86V24
ENSP00000478371	PR_Q9Y493
ENSP00000396414	PR_Q9GZK4
ENSP00000360376	PR_Q5JX69
ENSP00000255499	PR_Q8TEB7
ENSP00000306261	PR_Q8N1N4
ENSP00000431706	PR_Q8NCR3
ENSP00000279386	PR_O95947
ENSP00000380073	PR_Q00978
ENSP00000414777	PR_Q9Y330
ENSP00000259466	PR_Q8NGR5
ENSP00000447344	PR_Q5SSQ6
ENSP00000374806	PR_A0A0C4DH26
ENSP00000361273	PR_Q96IM9
ENSP00000307540	PR_P09228
ENSP00000335024	PR_Q86U17
ENSP00000365360	PR_Q5VXH4
ENSP00000263549	PR_Q9H0J9
ENSP00000304845	PR_P22309
ENSP00000494659	PR_Q86XI6
ENSP00000385009	PR_P63279
ENSP00000298351	PR_Q9P1W3
ENSP00000370483	PR_Q8N0W4
ENSP00000361095	PR_Q5SWH9
ENSP00000259469	PR_P42766
ENSP00000268717	PR_Q9UNS2
ENSP00000361254	PR_Q9BRX8
ENSP00000257189	PR_P32926
ENSP00000384115	PR_Q5TIA1
ENSP00000230124	PR_Q92562
ENSP00000341024	PR_Q01826
ENSP00000356311	PR_Q3KP66
ENSP00000408252	PR_Q9Y691
ENSP00000434009	PR_Q92985
ENSP00000484794	PR_O75175
ENSP00000377099	PR_Q9NUW8
ENSP00000354376	PR_P57735
ENSP00000352678	PR_Q8IYB8
ENSP00000257435	PR_Q16612
ENSP00000308887	PR_Q9H1J7
ENSP00000483908	PR_Q8N806
ENSP00000364895	PR_Q13105
ENSP00000496757	PR_P62081
ENSP00000379497	PR_P55040
ENSP00000486004	PR_Q9NS87
ENSP00000286234	PR_Q8TB45
ENSP00000369286	PR_O95711
ENSP00000486141	PR_Q69YG0
ENSP00000431184	PR_Q5SZD1
ENSP00000296473	PR_Q86VX9
ENSP00000499487	PR_Q9UHD0
ENSP00000479597	PR_Q01959
ENSP00000413209	PR_Q96G97
ENSP00000363999	PR_Q8N5N7
ENSP00000357583	PR_Q14642
ENSP00000359321	PR_Q9Y483
ENSP00000370889	PR_Q8IV53
ENSP00000498382	PR_O75140
ENSP00000489425	PR_Q9ULV3
ENSP00000233557	PR_Q9UHY1
ENSP00000342392	PR_Q0VG99
ENSP00000480157	PR_Q5UE93
ENSP00000479965	PR_Q8NHK3
ENSP00000220876	PR_Q93045
ENSP00000350757	PR_P60983
ENSP00000412237	PR_P22301
ENSP00000418575	PR_Q7Z5A9
ENSP00000485234	PR_P31941
ENSP00000324510	PR_O94812
ENSP00000378162	PR_P49207
ENSP00000361883	PR_Q01518
ENSP00000329757	PR_P27449
ENSP00000314971	PR_Q9H5J8
ENSP00000306565	PR_Q96AZ6
ENSP00000493648	PR_P63261
ENSP00000376403	PR_Q9NQ84
ENSP00000376070	PR_Q8NDH6
ENSP00000354900	PR_P08034
ENSP00000270722	PR_Q9HAZ2
ENSP00000311318	PR_Q86TL0
ENSP00000296091	PR_Q8TBZ5
ENSP00000271636	PR_Q9P2M7
ENSP00000384603	PR_P17050
ENSP00000386722	PR_O94868
ENSP00000405234	PR_Q6NYC8
ENSP00000328270	PR_Q9BYQ5
ENSP00000414819	PR_Q9UBU3
ENSP00000367405	PR_O14936
ENSP00000246841	PR_Q9NZU1
ENSP00000436948	PR_Q9Y5J6
ENSP00000366208	PR_Q9H112
ENSP00000417229	PR_Q9BY44
ENSP00000456281	PR_Q08431
ENSP00000351075	PR_Q9UGT4
ENSP00000394720	PR_Q9NPR2
ENSP00000498879	PR_P13987
ENSP00000264848	PR_Q5BVD1
ENSP00000473337	PR_Q9BPW9
ENSP00000329668	PR_Q6S5L8
ENSP00000233078	PR_Q96EP5
ENSP00000321962	PR_Q8TAL6
ENSP00000391445	PR_Q9UDY6
ENSP00000337618	PR_Q8N8Q9
ENSP00000351926	PR_O95782
ENSP00000376457	PR_Q9H8V3
ENSP00000452923	PR_Q5W5X9
ENSP00000328245	PR_Q9NQZ8
ENSP00000489079	PR_A0A0U1RRN3
ENSP00000434391	PR_Q86UD7
ENSP00000485095	PR_P34925
ENSP00000498972	PR_Q96P66
ENSP00000366434	PR_Q96RL1
ENSP00000329558	PR_Q8TAA5
ENSP00000381611	PR_Q9Y5H3
ENSP00000389516	PR_Q99943
ENSP00000500315	PR_Q8TE02
ENSP00000376893	PR_Q8WWZ1
ENSP00000495790	PR_Q9UL46
ENSP00000488757	PR_P01112
ENSP00000283752	PR_P29508
ENSP00000321546	PR_Q969J3
ENSP00000314897	PR_O15123
ENSP00000485524	PR_P0DMQ9
ENSP00000423014	PR_Q56VL3
ENSP00000479889	PR_Q9NWZ3
ENSP00000262124	PR_Q96EE3
ENSP00000272937	PR_Q96HZ4
ENSP00000417654	PR_Q9BS91
ENSP00000382770	PR_A8MYU2
ENSP00000416035	PR_O14931
ENSP00000476687	PR_Q5JTV8
ENSP00000281708	PR_Q969H0
ENSP00000224949	PR_Q5JRX3
ENSP00000264952	PR_Q8WTQ7
ENSP00000370719	PR_Q15811
ENSP00000336666	PR_P61966
ENSP00000450698	PR_O14756
ENSP00000343891	PR_Q86W25
ENSP00000234301	PR_O14548
ENSP00000394899	PR_Q9NW97
ENSP00000484165	PR_Q96L11
ENSP00000496275	PR_P54845
ENSP00000493045	PR_P53779
ENSP00000383700	PR_Q9P2R6
ENSP00000380157	PR_O96007
ENSP00000264605	PR_Q9BV36
ENSP00000396616	PR_P16452
ENSP00000350586	PR_O76080
ENSP00000354960	PR_Q8IYK4
ENSP00000478956	PR_O75175
ENSP00000350248	PR_Q8NHC5
ENSP00000365908	PR_Q8WUY3
ENSP00000380300	PR_P49589
ENSP00000497651	PR_Q7Z410
ENSP00000380088	PR_Q96P56
ENSP00000373254	PR_C9JBD0
ENSP00000372295	PR_P29033
ENSP00000461329	PR_Q96LB4
ENSP00000275605	PR_P78330
ENSP00000488548	PR_P61769
ENSP00000210444	PR_Q9NR45
ENSP00000381492	PR_Q9GZY6
ENSP00000380099	PR_P24001
ENSP00000220616	PR_P01266
ENSP00000377010	PR_P26572
ENSP00000340212	PR_A6NGA9
ENSP00000486739	PR_O14709
ENSP00000323913	PR_Q9BYV6
ENSP00000408233	PR_Q12899
ENSP00000482523	PR_Q8N9R6
ENSP00000481680	PR_Q8TCD6
ENSP00000348314	PR_Q9C093
ENSP00000354891	PR_Q96GL9
ENSP00000365567	PR_Q99805
ENSP00000265138	PR_Q96B67
ENSP00000359345	PR_P46777
ENSP00000498406	PR_P11498
ENSP00000436078	PR_Q9Y662
ENSP00000228837	PR_P10767
ENSP00000261172	PR_Q99645
ENSP00000362335	PR_Q9NR31
ENSP00000320768	PR_P53805
ENSP00000368207	PR_Q9BXU8
ENSP00000251809	PR_Q07617
ENSP00000489640	PR_P28331
ENSP00000451612	PR_P80192
ENSP00000417972	PR_Q96IW7
ENSP00000261497	PR_Q9UPT9
ENSP00000358164	PR_Q5QNW6
ENSP00000436962	PR_P46977
ENSP00000340748	PR_Q8NG92
ENSP00000455552	PR_P31146
ENSP00000325421	PR_Q9H300
ENSP00000323194	PR_Q9HCM2
ENSP00000420595	PR_P14651
ENSP00000470004	PR_P39019
ENSP00000379682	PR_P02810
ENSP00000302665	PR_P05019
ENSP00000381148	PR_O14595
ENSP00000386710	PR_Q7Z3C6
ENSP00000483600	PR_Q96B70
ENSP00000466747	PR_O14908
ENSP00000307129	PR_Q6P047
ENSP00000417196	PR_P57723
ENSP00000309640	PR_Q8NBI6
ENSP00000355396	PR_O94898
ENSP00000263354	PR_P54920
ENSP00000360367	PR_Q9ULC4
ENSP00000484060	PR_Q9BY11
ENSP00000225519	PR_Q9UHJ6
ENSP00000478265	PR_Q9NX02
ENSP00000268122	PR_Q9UBD6
ENSP00000419207	PR_Q9UM44
ENSP00000295834	PR_P07148
ENSP00000356237	PR_Q8N9I0
ENSP00000284995	PR_Q8NCE0
ENSP00000499807	PR_Q9H7M6
ENSP00000292475	PR_P56134
ENSP00000360968	PR_Q8N118
ENSP00000404014	PR_Q06643
ENSP00000361917	PR_Q9P291
ENSP00000315113	PR_Q70IA8
ENSP00000308354	PR_Q6B0B8
ENSP00000447534	PR_Q9ULV4
ENSP00000306548	PR_Q9BYD1
ENSP00000493759	PR_P61313
ENSP00000482061	PR_Q14982
ENSP00000331012	PR_Q5SQS8
ENSP00000364567	PR_Q8NDY3
ENSP00000428585	PR_Q96EX1
ENSP00000484225	PR_Q9BSV6
ENSP00000435582	PR_Q5U5Z8
ENSP00000458053	PR_O95149
ENSP00000266087	PR_Q9Y3I1
ENSP00000314606	PR_P51688
ENSP00000218197	PR_O95258
ENSP00000217305	PR_P01213
ENSP00000366898	PR_Q9Y2N7
ENSP00000269383	PR_Q6PJ69
ENSP00000291231	PR_P47888
ENSP00000433388	PR_Q96IU4
ENSP00000392936	PR_A6NLU0
ENSP00000378925	PR_Q8NEF3
ENSP00000326253	PR_Q9BSG5
ENSP00000498469	PR_O15318
ENSP00000289359	PR_Q8WV92
ENSP00000337862	PR_O14753
ENSP00000407294	PR_Q12899
ENSP00000304127	PR_Q8TAE7
ENSP00000249842	PR_O14498
ENSP00000472306	PR_Q9NZV7
ENSP00000389087	PR_Q9UJ70
ENSP00000497745	PR_Q9Y6Q2
ENSP00000218364	PR_O43719
ENSP00000340737	PR_Q96CB8
ENSP00000455995	PR_P60510
ENSP00000451050	PR_O43155
ENSP00000249499	PR_P28356
ENSP00000326200	PR_O95625
ENSP00000488868	PR_P35227
ENSP00000478384	PR_A8MTJ6
ENSP00000377215	PR_Q15077
ENSP00000002596	PR_O14792
ENSP00000372347	PR_O96028
ENSP00000499611	PR_Q13423
ENSP00000481785	PR_Q8IYS5
ENSP00000457161	PR_H3BTG2
ENSP00000406382	PR_P04432
ENSP00000415011	PR_Q8IWU4
ENSP00000347244	PR_Q9NZM3
ENSP00000325203	PR_Q8NGN1
ENSP00000396910	PR_P62987
ENSP00000342322	PR_Q9NS93
ENSP00000331131	PR_Q12899
ENSP00000221856	PR_Q9BTV5
ENSP00000434340	PR_Q8N5M4
ENSP00000304930	PR_Q6X4U4
ENSP00000349336	PR_P0C2L3
ENSP00000272610	PR_Q6P2I3
ENSP00000487977	PR_A0A075B6R2
ENSP00000424565	PR_Q9BYE9
ENSP00000455639	PR_P08910
ENSP00000399881	PR_O76000
ENSP00000373647	PR_A6ND36
ENSP00000438657	PR_Q8NGR1
ENSP00000284320	PR_O94826
ENSP00000303076	PR_Q96R09
ENSP00000321455	PR_Q86XE3
ENSP00000363405	PR_Q5VXU9
ENSP00000339191	PR_Q03135
ENSP00000473439	PR_O43504
ENSP00000472919	PR_B6SEH9
ENSP00000356031	PR_P08174
ENSP00000312981	PR_Q53GS9
ENSP00000344794	PR_Q9NZB8
ENSP00000405238	PR_P17693
ENSP00000243056	PR_P31276
ENSP00000359634	PR_Q2TAP0
ENSP00000251250	PR_Q8N5C7
ENSP00000402951	PR_P01903
ENSP00000348169	PR_Q8NFZ3
ENSP00000452209	PR_P04437
ENSP00000261778	PR_Q9C0B7
ENSP00000340039	PR_P55075
ENSP00000480128	PR_P08246
ENSP00000384182	PR_Q8WU76
ENSP00000349430	PR_O60814
ENSP00000389058	PR_Q99946
ENSP00000356671	PR_P01008
ENSP00000478668	PR_O95453
ENSP00000335300	PR_Q9ULQ1
ENSP00000397773	PR_P56557
ENSP00000361209	PR_Q96E40
ENSP00000253934	PR_Q9BSN7
ENSP00000268919	PR_Q8N4N8
ENSP00000443120	PR_P51858
ENSP00000439467	PR_Q16342
ENSP00000366139	PR_Q96QH8
